video_id,segment_id,start,end,n_viewers_reached,completion_rate,dropoff_rate,n_pauses,n_replays,n_seeks,avg_pause_rate,avg_replay_rate,retention_next,dropoff_velocity,completion_acceleration,dropoff_trend_3seg,dropoff_relative_score,is_relative_outlier
v19,11,165,180,284,0.7533,0.0176,24,12,38,0.0845,0.0423,0.7401,0.003700000000000002,-0.00790000000000013,0.011666666666666667,-0.45972748141859854,False
v19,12,180,195,279,0.7401,0.0287,47,7,30,0.1685,0.0251,0.7188,0.011099999999999999,-0.0025999999999999357,0.020066666666666667,-0.4032294016884661,False
v19,13,195,210,271,0.7188,0.0627,90,5,19,0.3321,0.0185,0.6737,0.034,-0.008099999999999996,0.036333333333333336,-0.23017222053310557,False
v19,14,210,225,254,0.6737,0.0709,117,6,14,0.4606,0.0236,0.626,0.008199999999999999,-0.023800000000000043,0.0541,-0.18843490037210686,False
v19,15,225,240,236,0.626,0.0678,107,5,21,0.4534,0.0212,0.5836,-0.0031000000000000055,-0.0025999999999999357,0.06713333333333334,-0.20421364335980152,False
v19,16,240,255,220,0.5836,0.1091,76,7,23,0.3455,0.0318,0.5199,0.0413,0.005299999999999971,0.0826,0.005999932573033503,False
v19,17,255,270,196,0.5199,0.0561,36,3,15,0.1837,0.0153,0.4907,-0.053000000000000005,-0.021299999999999986,0.07766666666666666,-0.2637656733456168,False
v19,18,270,285,185,0.4907,0.0432,12,4,15,0.0649,0.0216,0.4695,-0.012899999999999995,0.034499999999999975,0.06946666666666668,-0.3294256038427977,False
v19,19,285,300,177,0.4695,0.0113,8,5,12,0.0452,0.0282,0.4642,-0.031900000000000005,0.007999999999999952,0.036866666666666666,-0.4917939591032683,False
v19,20,300,315,175,0.4642,0.0286,5,6,6,0.0286,0.0343,0.4509,0.017300000000000003,0.01590000000000008,0.027700000000000002,-0.4037383933977466,False
v19,21,315,330,170,0.4509,0.0118,6,3,11,0.0353,0.0176,0.4456,-0.016800000000000002,-0.008000000000000007,0.017233333333333333,-0.4892490005568659,False
v19,22,330,345,168,0.4456,0.0119,7,5,10,0.0417,0.0298,0.4403,0.00010000000000000113,0.007999999999999952,0.017433333333333332,-0.4887400088475855,False
v19,23,345,360,166,0.4403,0.0361,3,2,8,0.0181,0.012,0.4244,0.0242,5.551115123125783e-17,0.019933333333333334,-0.3655640152017112,False
v19,24,360,375,160,0.4244,0.0312,6,7,10,0.0375,0.0438,0.4111,-0.004900000000000002,-0.010600000000000054,0.026399999999999996,-0.3905046089564543,False
v19,25,375,390,155,0.4111,0.0323,3,4,16,0.0194,0.0258,0.3979,0.0011000000000000038,0.0026000000000000467,0.0332,-0.38490570015436915,False
v19,26,390,405,150,0.3979,0.1333,9,2,9,0.06,0.0133,0.3448,0.101,9.999999999993348e-05,0.0656,0.12917592621890775,False
v19,27,405,420,130,0.3448,0.1538,1,1,7,0.0077,0.0077,0.2918,0.02049999999999999,-0.039899999999999936,0.10646666666666667,0.2335192266214045,False
v19,28,420,435,110,0.2918,0.1909,3,3,5,0.0273,0.0273,0.2361,0.037099999999999994,9.999999999998899e-05,0.15933333333333333,0.4223551507644597,False
v19,29,435,450,89,0.2361,0.2697,4,3,0,0.0449,0.0337,0.1724,0.07880000000000001,-0.002700000000000008,0.2048,0.8234406176774718,False
v19,30,450,465,65,0.1724,0.4923,3,1,4,0.0462,0.0154,0.0875,0.22260000000000002,-0.008000000000000007,0.3176333333333333,1.9564561625358028,True
v19,31,465,480,33,0.0875,0.4242,1,2,1,0.0303,0.0606,0.0504,-0.0681,-0.021199999999999997,0.3954,1.6098328085158016,True
v19,32,480,493,19,0.0504,1.0,0,0,0,0.0,0.0,0.0504,0.5758,0.04780000000000001,0.6388333333333333,4.540607070552761,True
v20,0,0,15,364,1.0,0.0137,47,26,65,0.1291,0.0714,0.9863,0.0,0.0,0.0137,-0.3908049345145584,False
v20,1,15,30,359,0.9863,0.0306,28,14,38,0.078,0.039,0.956,0.0169,0.0,0.02215,-0.2931886437077138,False
v20,2,30,45,348,0.956,0.0374,32,14,28,0.092,0.0402,0.9203,0.006800000000000004,-0.016599999999999948,0.02723333333333333,-0.2539110829096935,False
v20,3,45,60,335,0.9203,0.0328,26,14,26,0.0776,0.0418,0.8901,-0.0046,-0.00539999999999996,0.0336,-0.2804811975671778,False
v20,4,60,75,324,0.8901,0.0216,26,9,19,0.0802,0.0278,0.8709,-0.011200000000000002,0.005499999999999949,0.030600000000000006,-0.3451736506462701,False
v20,5,75,90,317,0.8709,0.0442,31,12,27,0.0978,0.0379,0.8324,0.022600000000000002,0.01100000000000001,0.03286666666666667,-0.21463352211167322,False
v20,6,90,105,303,0.8324,0.033,22,5,15,0.0726,0.0165,0.8049,-0.011200000000000002,-0.019299999999999984,0.032933333333333335,-0.27932597519076546,False
v20,7,105,120,293,0.8049,0.0307,17,7,23,0.058,0.0239,0.7802,-0.0023,0.010999999999999899,0.03596666666666667,-0.2926110325195076,False
v20,8,120,135,284,0.7802,0.0246,22,4,13,0.0775,0.0141,0.761,-0.006100000000000001,0.0028000000000001357,0.029433333333333336,-0.3278453150000847,False
v20,9,135,150,277,0.761,0.0,10,6,17,0.0361,0.0217,0.761,-0.0246,0.005499999999999949,0.018433333333333333,-0.46993766729880515,False
v20,10,150,165,277,0.761,0.0072,4,0,14,0.0144,0.0,0.7555,0.0072,0.019199999999999995,0.0106,-0.42834966174796013,False
v20,11,165,180,275,0.7555,0.0073,7,5,8,0.0255,0.0182,0.75,0.00010000000000000026,-0.00550000000000006,0.004833333333333333,-0.4277720505597539,False
v20,12,180,195,273,0.75,0.0147,9,4,13,0.033,0.0147,0.739,0.0073999999999999995,1.1102230246251565e-16,0.009733333333333333,-0.38502882263249655,False
v20,13,195,210,269,0.739,0.0037,8,4,13,0.0297,0.0149,0.7363,-0.011,-0.00550000000000006,0.008566666666666667,-0.4485660533351765,False
v20,14,210,225,268,0.7363,0.0,3,2,16,0.0112,0.0075,0.7363,-0.0037,0.008299999999999974,0.0061333333333333335,-0.46993766729880515,False
v20,15,225,240,268,0.7363,0.0,4,7,6,0.0149,0.0261,0.7363,0.0,0.0027000000000000357,0.0012333333333333335,-0.46993766729880515,False
v20,16,240,255,268,0.7363,0.0075,5,3,12,0.0187,0.0112,0.7308,0.0075,0.0,0.0025,-0.4266168281833416,False
v20,17,255,270,266,0.7308,0.015,10,8,11,0.0376,0.0301,0.7198,0.0075,-0.005499999999999949,0.0075,-0.38329598906787804,False
v20,18,270,285,262,0.7198,0.0,5,1,7,0.0191,0.0038,0.7198,-0.015,-0.00550000000000006,0.0075,-0.46993766729880515,False
v20,19,285,300,262,0.7198,0.0076,13,3,12,0.0496,0.0115,0.7143,0.0076,0.01100000000000001,0.007533333333333333,-0.4260392169951354,False
v20,20,300,315,260,0.7143,0.0038,5,3,13,0.0192,0.0115,0.7115,-0.0038,-0.005499999999999949,0.0038,-0.4479884421469703,False
v20,21,315,330,259,0.7115,0.0077,10,5,17,0.0386,0.0193,0.706,0.0039000000000000003,0.0026999999999999247,0.006366666666666666,-0.42546160580692927,False
v20,22,330,345,257,0.706,0.0078,6,1,16,0.0233,0.0039,0.7005,9.99999999999994e-05,-0.0027000000000000357,0.0064333333333333334,-0.42488399461872306,False
v20,23,345,360,255,0.7005,0.0118,7,4,10,0.0275,0.0157,0.6923,0.004,1.1102230246251565e-16,0.009099999999999999,-0.4017795470904758,False
v20,24,360,375,252,0.6923,0.0079,6,4,9,0.0238,0.0159,0.6868,-0.003899999999999999,-0.0027000000000000357,0.009166666666666668,-0.42430638343051685,False
v20,25,375,390,250,0.6868,0.004,13,2,16,0.052,0.008,0.6841,-0.0039000000000000007,0.0026999999999999247,0.007899999999999999,-0.4468332197705579,False
v20,26,390,405,249,0.6841,0.012,11,9,10,0.0442,0.0361,0.6758,0.008,0.0028000000000001357,0.007966666666666667,-0.40062432471406345,False
v20,27,405,420,246,0.6758,0.0366,30,4,8,0.122,0.0163,0.6511,0.0246,-0.00560000000000016,0.017533333333333335,-0.258531972415343,False
v20,28,420,435,237,0.6511,0.0422,44,5,10,0.1857,0.0211,0.6236,0.005600000000000001,-0.01639999999999986,0.030266666666666667,-0.22618574587579685,False
v20,29,435,450,227,0.6236,0.0308,51,2,7,0.2247,0.0088,0.6044,-0.0114,-0.0028000000000000247,0.036533333333333334,-0.29203342133130145,False
v20,30,450,465,220,0.6044,0.0727,61,3,12,0.2773,0.0136,0.5604,0.0419,0.008299999999999974,0.04856666666666667,-0.05001433347291171,False
v20,31,465,480,204,0.5604,0.0245,64,3,4,0.3137,0.0147,0.5467,-0.0482,-0.024800000000000044,0.042666666666666665,-0.32842292618829083,False
v20,32,480,495,199,0.5467,0.0402,47,2,9,0.2362,0.0101,0.5247,0.0157,0.030299999999999994,0.04580000000000001,-0.23773796963992047,False
v20,33,495,510,191,0.5247,0.0471,32,3,4,0.1675,0.0157,0.5,0.006900000000000003,-0.008299999999999863,0.03726666666666667,-0.197882797653694,False
v20,34,510,525,182,0.5,0.0659,19,1,10,0.1044,0.0055,0.467,0.018799999999999997,-0.0027000000000001467,0.05106666666666667,-0.08929189427093201,False
v20,35,525,540,170,0.467,0.0353,12,6,8,0.0706,0.0353,0.4505,-0.030600000000000002,-0.008299999999999919,0.04943333333333333,-0.26604091786202333,False
v20,36,540,555,164,0.4505,0.0305,7,4,7,0.0427,0.0244,0.4368,-0.004799999999999999,0.01649999999999996,0.043899999999999995,-0.29376625489592,False
v20,37,555,570,159,0.4368,0.0126,7,2,8,0.044,0.0126,0.4313,-0.0179,0.0028000000000000247,0.02613333333333333,-0.3971586575848264,False
v20,38,570,585,157,0.4313,0.0127,3,4,9,0.0191,0.0255,0.4258,9.99999999999994e-05,0.008199999999999985,0.018600000000000002,-0.3965810463966202,False
v20,39,585,600,155,0.4258,0.0323,6,2,7,0.0387,0.0129,0.4121,0.019600000000000003,0.0,0.0192,-0.28336925350820874,False
v20,40,600,615,150,0.4121,0.08,9,1,6,0.06,0.0067,0.3791,0.0477,-0.008199999999999985,0.041666666666666664,-0.007848716733860507,False
v20,41,615,630,138,0.3791,0.0797,2,0,3,0.0145,0.0,0.3489,-0.0003000000000000086,-0.01930000000000004,0.064,-0.009581550298479099,False
v20,42,630,645,127,0.3489,0.1102,1,1,6,0.0079,0.0079,0.3104,0.030500000000000013,0.0028000000000000247,0.08996666666666668,0.16658986210440613,False
v20,43,645,660,113,0.3104,0.1593,1,1,0,0.0088,0.0088,0.261,0.04909999999999999,-0.008299999999999974,0.11639999999999999,0.45019695551364086,False
v20,44,660,675,95,0.261,0.1158,1,1,3,0.0105,0.0105,0.2308,-0.0435,-0.01090000000000002,0.12843333333333332,0.1989360886439522,False
v20,45,675,690,84,0.2308,0.2143,0,0,4,0.0,0.0,0.1813,0.09849999999999999,0.019199999999999995,0.16313333333333332,0.7678831090270403,False
v20,46,690,705,66,0.1813,0.2121,0,3,2,0.0,0.0455,0.1429,-0.0021999999999999797,-0.01930000000000001,0.18073333333333333,0.7551756628865045,False
v20,47,705,720,52,0.1429,0.3269,3,0,0,0.0577,0.0,0.0962,0.11480000000000001,0.011100000000000027,0.25110000000000005,1.4182733069472,True
v20,48,720,735,35,0.0962,0.3143,0,0,0,0.0,0.0,0.0659,-0.0126,-0.008300000000000016,0.28443333333333337,1.3454942972332213,True
v20,49,735,750,24,0.0659,0.6667,3,0,1,0.125,0.0,0.022,0.35239999999999994,0.016400000000000012,0.43596666666666667,3.380996124471802,True
v20,50,750,759,8,0.022,1.0,0,0,1,0.0,0.0,0.022,0.33330000000000004,-0.013600000000000008,0.6603333333333333,5.306174214763002,True
v21,0,0,15,401,1.0,0.0075,64,29,110,0.1596,0.0723,0.9925,0.0,0.0,0.0075,-0.44547356953109113,False
v21,1,15,30,398,0.9925,0.0402,55,19,70,0.1382,0.0477,0.9526,0.0327,0.0,0.02385,-0.261654103012292,False
v21,2,30,45,382,0.9526,0.034,42,21,64,0.1099,0.055,0.9202,-0.006199999999999997,-0.032400000000000095,0.02723333333333333,-0.2965067235754894,False
v21,3,45,60,369,0.9202,0.0434,65,9,65,0.1762,0.0244,0.8803,0.009399999999999999,0.007500000000000062,0.0392,-0.24366565368935142,False
v21,4,60,75,353,0.8803,0.0425,42,13,41,0.119,0.0368,0.8429,-0.000899999999999998,-0.007500000000000062,0.03996666666666667,-0.24872490506142844,False
v21,5,75,90,338,0.8429,0.0355,37,10,39,0.1095,0.0296,0.813,-0.007000000000000006,0.0025000000000000577,0.040466666666666665,-0.28807463795536103,False
v21,6,90,105,326,0.813,0.0337,30,8,34,0.092,0.0245,0.7855,-0.001799999999999996,0.007499999999999951,0.037233333333333334,-0.2981931406995151,False
v21,7,105,120,315,0.7855,0.0603,45,10,39,0.1429,0.0317,0.7382,0.0266,0.0024000000000000687,0.043166666666666666,-0.14866415570257144,False
v21,8,120,135,296,0.7382,0.0101,34,4,26,0.1149,0.0135,0.7307,-0.0502,-0.01980000000000004,0.0347,-0.43085795445620195,False
v21,9,135,150,293,0.7307,0.0068,51,2,25,0.1741,0.0068,0.7257,-0.0033,0.03980000000000006,0.02573333333333333,-0.4494085428204844,False
v21,10,150,165,291,0.7257,0.0241,69,8,33,0.2371,0.0275,0.7082,0.0173,0.0024999999999999467,0.013666666666666666,-0.3521584886683369,False
v21,11,165,180,284,0.7082,0.0704,119,6,30,0.419,0.0211,0.6584,0.04630000000000001,-0.012499999999999956,0.03376666666666667,-0.09188811252704018,False
v21,12,180,195,264,0.6584,0.053,102,4,20,0.3864,0.0152,0.6234,-0.017400000000000006,-0.032300000000000106,0.049166666666666664,-0.18970030572052968,False
v21,13,195,210,250,0.6234,0.048,99,4,23,0.396,0.016,0.5935,-0.0049999999999999975,0.014800000000000035,0.057133333333333335,-0.21780725778762433,False
v21,14,210,225,238,0.5935,0.0714,62,2,13,0.2605,0.0084,0.5511,0.023400000000000004,0.0051000000000001044,0.057466666666666666,-0.08626672211362124,False
v21,15,225,240,221,0.5511,0.0543,47,3,15,0.2127,0.0136,0.5212,-0.017100000000000004,-0.012500000000000067,0.05790000000000001,-0.18239249818308503,False
v21,16,240,255,209,0.5212,0.0431,27,6,16,0.1292,0.0287,0.4988,-0.011200000000000002,0.012499999999999956,0.056266666666666666,-0.24535207081337712,False
v21,17,255,270,200,0.4988,0.03,19,1,10,0.095,0.005,0.4838,-0.0131,0.007500000000000062,0.04246666666666667,-0.3189922852291652,False
v21,18,270,285,194,0.4838,0.0309,12,2,14,0.0619,0.0103,0.4688,0.0009000000000000015,0.007399999999999962,0.03466666666666667,-0.31393303385708815,False
v21,19,285,300,188,0.4688,0.0213,3,1,13,0.016,0.0053,0.4589,-0.009600000000000001,0.0,0.027400000000000004,-0.3678983818259099,False
v21,20,300,315,184,0.4589,0.0109,7,2,8,0.038,0.0109,0.4539,-0.0104,0.005099999999999993,0.021033333333333338,-0.4263608421254668,False
v21,21,315,330,182,0.4539,0.011,9,1,18,0.0495,0.0055,0.4489,9.99999999999994e-05,0.004900000000000071,0.014400000000000005,-0.42579870308412493,False
v21,22,330,345,180,0.4489,0.0056,8,1,14,0.0444,0.0056,0.4464,-0.005399999999999999,-5.551115123125783e-17,0.009166666666666672,-0.4561542113165872,False
v21,23,345,360,179,0.4464,0.0223,4,0,10,0.0223,0.0,0.4364,0.0167,0.0025000000000000022,0.012966666666666673,-0.3622769914124909,False
v21,24,360,375,175,0.4364,0.0229,2,2,6,0.0114,0.0114,0.4264,0.0005999999999999998,-0.007500000000000007,0.01693333333333334,-0.3589041571644396,False
v21,25,375,390,171,0.4264,0.0,8,2,7,0.0468,0.0117,0.4264,-0.0229,0.0,0.015066666666666673,-0.4876339976317332,False
v21,26,390,405,171,0.4264,0.0234,8,2,15,0.0468,0.0117,0.4165,0.0234,0.010000000000000009,0.015433333333333339,-0.3560934619577301,False
v21,27,405,420,167,0.4165,0.0,5,0,11,0.0299,0.0,0.4165,-0.0234,-0.00990000000000002,0.007800000000000005,-0.4876339976317332,False
v21,28,420,435,167,0.4165,0.018,2,2,7,0.012,0.012,0.409,0.018,0.00990000000000002,0.013800000000000005,-0.38644897019019236,False
v21,29,435,450,164,0.409,0.0061,8,2,5,0.0488,0.0122,0.4065,-0.011899999999999997,-0.007500000000000007,0.008033333333333339,-0.4533435161098777,False
v21,30,450,465,163,0.4065,0.0123,3,2,13,0.0184,0.0123,0.4015,0.0062,0.0050000000000000044,0.012133333333333338,-0.4184908955466803,False
v21,31,465,480,161,0.4015,0.0248,6,1,10,0.0373,0.0062,0.3915,0.012499999999999999,-0.0024999999999999467,0.014400000000000005,-0.3482235153789436,False
v21,32,480,495,157,0.3915,0.0255,4,2,10,0.0255,0.0127,0.3815,0.0006999999999999992,-0.00500000000000006,0.020866666666666672,-0.3442885420895504,False
v21,33,495,510,153,0.3815,0.0131,5,2,7,0.0327,0.0131,0.3766,-0.012399999999999998,0.0,0.021133333333333337,-0.41399378321594515,False
v21,34,510,525,151,0.3766,0.0066,2,0,8,0.0132,0.0,0.3741,-0.006500000000000001,0.005099999999999993,0.015066666666666671,-0.45053282090316826,False
v21,35,525,540,150,0.3741,0.02,3,1,12,0.02,0.0067,0.3666,0.0134,0.0024000000000000132,0.013233333333333338,-0.3752061893633545,False
v21,36,540,555,147,0.3666,0.0068,5,1,9,0.034,0.0068,0.3641,-0.0132,-0.0050000000000000044,0.011133333333333337,-0.4494085428204844,False
v21,37,555,570,146,0.3641,0.0342,4,4,8,0.0274,0.0274,0.3516,0.0274,0.0050000000000000044,0.02033333333333334,-0.2953824454928056,False
v21,38,570,585,141,0.3516,0.0071,4,4,7,0.0284,0.0284,0.3491,-0.0271,-0.009999999999999953,0.01603333333333334,-0.44772212569645875,False
v21,39,585,600,140,0.3491,0.0429,8,1,6,0.0571,0.0071,0.3342,0.0358,0.009999999999999953,0.028066666666666674,-0.2464763488960609,False
v21,40,600,615,134,0.3342,0.0299,0,2,8,0.0,0.0149,0.3242,-0.013000000000000001,-0.012400000000000022,0.02663333333333334,-0.31955442427050706,False
v21,41,615,630,130,0.3242,0.0615,3,4,5,0.0231,0.0308,0.3042,0.0316,0.0049000000000000155,0.04476666666666668,-0.1419184872064687,False
v21,42,630,645,122,0.3042,0.0902,4,1,4,0.0328,0.0082,0.2768,0.028700000000000003,-0.009999999999999953,0.060533333333333335,0.019415417658654708,False
v21,43,645,660,111,0.2768,0.1532,4,0,4,0.036,0.0,0.2344,0.063,-0.007400000000000073,0.10163333333333334,0.3735630137040476,False
v21,44,660,675,94,0.2344,0.117,3,1,2,0.0319,0.0106,0.207,-0.036199999999999996,-0.014999999999999958,0.12013333333333333,0.17006868073828219,False
v21,45,675,690,83,0.207,0.1928,1,1,7,0.012,0.012,0.1671,0.07579999999999999,0.014999999999999986,0.15433333333333335,0.5961700740754373,False
v21,46,690,705,67,0.1671,0.1194,0,1,2,0.0,0.0149,0.1471,-0.07339999999999999,-0.012499999999999983,0.14306666666666668,0.1835600177304876,False
v21,47,705,720,59,0.1471,0.2034,1,0,2,0.0169,0.0,0.1172,0.08399999999999999,0.0199,0.1718666666666667,0.655756812457678,False
v21,48,720,735,47,0.1172,0.2766,0,0,2,0.0,0.0,0.0848,0.07320000000000002,-0.00990000000000002,0.19979999999999998,1.067242590719944,True
v21,49,735,750,34,0.0848,0.4706,0,0,3,0.0,0.0,0.0449,0.194,-0.0024999999999999883,0.3168666666666667,2.1577923309232174,True
v21,50,750,765,18,0.0449,0.7222,1,0,1,0.0556,0.0,0.0125,0.25159999999999993,-0.0075,0.48979999999999996,3.572134158939421,True
v21,51,765,779,5,0.0125,1.0,1,0,0,0.2,0.0,0.0125,0.27780000000000005,0.0075,0.7309333333333333,5.133756415787201,True
v22,0,0,15,398,1.0,0.0528,119,52,157,0.299,0.1307,0.9472,0.0,0.0,0.0528,-0.4539406860715395,False
v22,1,15,30,377,0.9472,0.0902,101,30,103,0.2679,0.0796,0.8618,0.0374,0.0,0.07150000000000001,-0.2991723619926174,False
v22,2,30,45,343,0.8618,0.0496,53,13,73,0.1545,0.0379,0.8191,-0.040600000000000004,-0.03260000000000007,0.0642,-0.4671828956183991,False
v22,3,45,60,326,0.8191,0.0399,54,12,45,0.1656,0.0368,0.7864,-0.0097,0.04270000000000007,0.05989999999999999,-0.5073233433073174,False
v22,4,60,75,313,0.7864,0.0192,38,15,44,0.1214,0.0479,0.7714,-0.0207,0.009999999999999898,0.03623333333333333,-0.5929838863135657,False
v22,5,75,90,307,0.7714,0.0261,39,11,42,0.127,0.0358,0.7513,0.006900000000000003,0.01770000000000005,0.028399999999999998,-0.5644303719781496,False
v22,6,90,105,299,0.7513,0.0201,37,7,38,0.1237,0.0234,0.7362,-0.006000000000000002,-0.005099999999999993,0.0218,-0.5892595148785114,False
v22,7,105,120,293,0.7362,0.0171,29,13,53,0.099,0.0444,0.7236,-0.002999999999999999,0.0050000000000000044,0.021100000000000004,-0.6016740863286923,False
v22,8,120,135,288,0.7236,0.0104,27,9,48,0.0938,0.0312,0.7161,-0.006700000000000001,0.0025000000000000577,0.015866666666666668,-0.6293999625674298,False
v22,9,135,150,285,0.7161,0.0211,33,6,35,0.1158,0.0211,0.701,0.010700000000000001,0.005099999999999882,0.016200000000000003,-0.5851213243951178,False
v22,10,150,165,279,0.701,0.0143,35,9,38,0.1254,0.0323,0.691,-0.0068000000000000005,-0.00759999999999994,0.015266666666666664,-0.6132610196821945,False
v22,11,165,180,275,0.691,0.0436,83,8,36,0.3018,0.0291,0.6608,0.0293,0.005099999999999993,0.026333333333333334,-0.4920120385187609,False
v22,12,180,195,263,0.6608,0.1521,178,4,24,0.6768,0.0152,0.5603,0.10850000000000001,-0.020199999999999885,0.07,-0.04301837107055112,False
v22,13,195,210,223,0.5603,0.1794,144,5,19,0.6457,0.0224,0.4598,0.02729999999999999,-0.07030000000000014,0.12503333333333333,0.06995422912609517,False
v22,14,210,225,183,0.4598,0.1749,77,9,17,0.4208,0.0492,0.3794,-0.004500000000000004,0.0,0.16880000000000003,0.051332371950823776,False
v22,15,225,240,151,0.3794,0.0728,24,7,13,0.1589,0.0464,0.3518,-0.1021,0.020100000000000062,0.14236666666666667,-0.3711768764036667,False
v22,16,240,255,140,0.3518,0.0714,8,5,18,0.0571,0.0357,0.3266,-0.0013999999999999985,0.05279999999999996,0.10636666666666668,-0.37697034308041777,False
v22,17,255,270,130,0.3266,0.1923,7,5,15,0.0538,0.0385,0.2638,0.1209,0.0024000000000000132,0.11216666666666668,0.12333688636187308,False
v22,18,270,285,105,0.2638,0.3143,10,2,10,0.0952,0.019,0.1809,0.12200000000000003,-0.03760000000000002,0.19266666666666668,0.6281961253358971,False
v22,19,285,300,72,0.1809,0.3611,7,3,8,0.0972,0.0417,0.1156,0.04679999999999995,-0.02009999999999995,0.28923333333333334,0.8218634399587191,False
v22,20,300,315,46,0.1156,0.6522,0,1,1,0.0,0.0217,0.0402,0.2911,0.017599999999999963,0.4425333333333333,2.0264906896746075,True
v22,21,315,323,16,0.0402,1.0,0,0,2,0.0,0.0,0.0402,0.3478,-0.010099999999999984,0.6711,3.4657533397989146,True
v23,0,0,15,376,1.0,0.0399,100,33,160,0.266,0.0878,0.9601,0.0,0.0,0.0399,-0.4529509871584202,False
v23,1,15,30,361,0.9601,0.0526,65,31,92,0.1801,0.0859,0.9096,0.012700000000000003,0.0,0.04625,-0.4016494793173999,False
v23,2,30,45,342,0.9096,0.1023,65,16,60,0.1901,0.0468,0.8165,0.0497,-0.010599999999999943,0.06493333333333333,-0.20088688564033655,False
v23,3,45,60,307,0.8165,0.0423,43,7,30,0.1401,0.0228,0.7819,-0.060000000000000005,-0.04259999999999997,0.06573333333333334,-0.4432562140231092,False
v23,4,60,75,294,0.7819,0.017,22,10,32,0.0748,0.034,0.7686,-0.025299999999999996,0.058499999999999996,0.05386666666666667,-0.5454552808245118,False
v23,5,75,90,289,0.7686,0.0104,26,6,41,0.09,0.0208,0.7606,-0.006600000000000002,0.021299999999999875,0.02323333333333333,-0.5721159069466167,False
v23,6,90,105,286,0.7606,0.007,19,5,32,0.0664,0.0175,0.7553,-0.0033999999999999994,0.0053000000000001934,0.011466666666666667,-0.5858501688883072,False
v23,7,105,120,284,0.7553,0.0141,23,11,39,0.081,0.0387,0.7447,0.0070999999999999995,0.0026999999999998137,0.0105,-0.5571697983630124,False
v23,8,120,135,280,0.7447,0.0107,22,8,32,0.0786,0.0286,0.7367,-0.0034000000000000002,-0.00529999999999986,0.0106,-0.570904060304703,False
v23,9,135,150,277,0.7367,0.0108,29,14,30,0.1047,0.0505,0.7287,0.00010000000000000113,0.0025999999999999357,0.011866666666666666,-0.5705001114240649,False
v23,10,150,165,274,0.7287,0.0328,60,8,29,0.219,0.0292,0.7048,0.022000000000000002,0.0,0.0181,-0.48163135768371496,False
v23,11,165,180,265,0.7048,0.0604,128,6,36,0.483,0.0226,0.6622,0.0276,-0.015900000000000025,0.03466666666666667,-0.37014146662763947,False
v23,12,180,195,249,0.6622,0.1165,128,8,24,0.5141,0.0321,0.5851,0.056100000000000004,-0.01869999999999994,0.0699,-0.143526144589747,False
v23,13,195,210,220,0.5851,0.1091,123,4,12,0.5591,0.0182,0.5213,-0.007400000000000004,-0.034500000000000086,0.09533333333333334,-0.17341836175695563,False
v23,14,210,225,196,0.5213,0.0816,57,3,25,0.2908,0.0153,0.4787,-0.027499999999999997,0.01330000000000009,0.1024,-0.2845043039323931,False
v23,15,225,240,180,0.4787,0.0444,23,7,13,0.1278,0.0389,0.4574,-0.037200000000000004,0.021199999999999997,0.07836666666666667,-0.4347732875297122,False
v23,16,240,255,172,0.4574,0.0116,7,3,19,0.0407,0.0174,0.4521,-0.0328,0.02129999999999993,0.04586666666666667,-0.5672685203789612,False
v23,17,255,270,170,0.4521,0.0412,6,2,18,0.0353,0.0118,0.4335,0.0296,0.01600000000000007,0.032400000000000005,-0.44769965171012677,False
v23,18,270,285,163,0.4335,0.0552,7,5,8,0.0429,0.0307,0.4096,0.013999999999999999,-0.013300000000000034,0.036,-0.3911468084208131,False
v23,19,285,300,154,0.4096,0.0519,13,8,17,0.0844,0.0519,0.3883,-0.0032999999999999974,-0.005299999999999971,0.04943333333333333,-0.4044771214818656,False
v23,20,300,315,146,0.3883,0.2123,9,4,15,0.0616,0.0274,0.3059,0.1604,0.0025999999999999357,0.10646666666666665,0.24345688306141336,False
v23,21,315,330,115,0.3059,0.2522,6,2,11,0.0522,0.0174,0.2287,0.03989999999999999,-0.06109999999999993,0.17213333333333333,0.4046324864359572,False
v23,22,330,345,86,0.2287,0.3372,3,2,2,0.0349,0.0233,0.1516,0.08500000000000002,0.005199999999999955,0.26723333333333327,0.7479890349782186,False
v23,23,345,360,57,0.1516,0.4211,1,0,5,0.0175,0.0,0.0878,0.08389999999999997,0.0001000000000000445,0.3368333333333333,1.0869021458334622,True
v23,24,360,375,33,0.0878,0.8182,0,0,1,0.0,0.0,0.016,0.39710000000000006,0.013299999999999965,0.5255,2.69098315084678,True
v23,25,375,379,6,0.016,1.0,0,0,1,0.0,0.0,0.016,0.18179999999999996,-0.007999999999999993,0.7464333333333334,3.4253622158465813,True
v24,0,0,15,366,1.0,0.0137,39,15,59,0.1066,0.041,0.9863,0.0,0.0,0.0137,-0.3703427487622835,False
v24,1,15,30,361,0.9863,0.036,56,23,39,0.1551,0.0637,0.9508,0.022299999999999997,0.0,0.024849999999999997,-0.24941140545122334,False
v24,2,30,45,348,0.9508,0.0259,31,19,50,0.0891,0.0546,0.9262,-0.010099999999999998,-0.02179999999999993,0.0252,-0.3041830004037663,False
v24,3,45,60,339,0.9262,0.0383,44,8,29,0.1298,0.0236,0.8907,0.012400000000000001,0.01090000000000002,0.0334,-0.2369386660065848,False
