session_id,video_id,n_events,speed_ratio,anomalie_vitesse,regularite_anormale,sans_interaction_video_longue,non_exploitable
s000662,v30,7,1.0,False,False,False,False
s000663,v11,8,1.0,False,False,False,False
s000664,v13,11,1.0,False,False,False,False
s000665,v4,9,1.0,False,False,False,False
s000666,v19,3,1.0,False,False,False,False
s000667,v24,7,1.0,False,False,False,False
s000668,v26,8,1.0,False,False,False,False
s000669,v18,11,1.0,False,False,False,False
s000670,v29,7,1.0,False,False,False,False
s000671,v29,11,1.0,False,False,False,False
s000672,v10,11,1.0,False,False,False,False
s000673,v25,9,1.0,False,False,False,False
s000674,v25,4,0.22,False,False,False,False
s000675,v20,8,1.0,False,False,False,False
s000676,v14,10,1.0,False,False,False,False
s000677,v8,10,1.0,False,False,False,False
s000678,v5,7,1.0,False,False,False,False
s000679,v1,6,1.0,False,False,False,False
s000680,v3,8,1.0,False,False,False,False
s000681,v19,5,1.0,False,False,False,False
s000682,v3,7,0.73,False,False,False,False
s000683,v26,5,1.0,False,False,False,False
s000684,v21,10,1.0,False,False,False,False
s000685,v3,5,1.0,False,False,False,False
s000686,v19,8,1.0,False,False,False,False
s000687,v16,10,1.14,False,False,False,False
s000688,v2,12,1.0,False,False,False,False
s000689,v1,7,1.0,False,False,False,False
s000690,v11,10,1.0,False,False,False,False
s000691,v28,9,1.0,False,False,False,False
s000692,v25,6,1.0,False,False,False,False
s000693,v12,7,1.0,False,False,False,False
s000694,v25,9,1.0,False,False,False,False
s000695,v22,8,1.0,False,False,False,False
s000696,v17,5,1.0,False,False,False,False
s000697,v16,7,1.0,False,False,False,False
s000698,v7,6,1.0,False,False,False,False
s000699,v18,12,1.0,False,False,False,False
s000700,v21,7,1.0,False,False,False,False
s000701,v30,6,1.0,False,False,False,False
s000702,v10,7,1.0,False,False,False,False
s000703,v2,6,1.0,False,False,False,False
s000704,v9,7,1.0,False,False,False,False
s000705,v16,10,1.0,False,False,False,False
s000706,v13,6,1.0,False,False,False,False
s000707,v30,7,1.0,False,False,False,False
s000708,v12,10,1.0,False,False,False,False
s000709,v23,8,1.0,False,False,False,False
s000710,v8,9,1.0,False,False,False,False
s000711,v29,9,1.0,False,False,False,False
s000712,v10,9,1.0,False,False,False,False
s000713,v20,9,1.0,False,False,False,False
s000714,v12,4,1.0,False,False,False,False
s000715,v21,6,1.0,False,False,False,False
s000716,v1,6,1.0,False,False,False,False
s000717,v18,7,1.0,False,False,False,False
s000718,v17,8,2.28,False,False,False,False
s000719,v28,5,0.77,False,False,False,False
s000720,v2,8,1.0,False,False,False,False
s000721,v20,9,1.0,False,False,False,False
s000722,v19,5,1.0,False,False,False,False
s000723,v5,7,1.0,False,False,False,False
s000724,v8,5,1.0,False,False,False,False
s000725,v12,9,1.0,False,False,False,False
s000726,v27,11,1.0,False,False,False,False
s000727,v18,10,1.0,False,False,False,False
s000728,v10,6,1.0,False,False,False,False
s000729,v19,5,1.0,False,False,False,False
s000730,v25,4,1.0,False,False,False,False
s000731,v20,8,1.0,False,False,False,False
s000732,v25,9,1.0,False,False,False,False
s000733,v15,3,1.0,False,False,False,False
s000734,v15,3,1.0,False,False,False,False
s000735,v27,8,1.0,False,False,False,False
s000736,v8,8,1.0,False,False,False,False
s000737,v20,4,1.0,False,False,False,False
s000738,v13,4,1.0,False,False,False,False
s000739,v5,5,1.0,False,False,False,False
s000740,v8,7,1.0,False,False,False,False
s000741,v6,5,1.0,False,False,False,False
s000742,v27,7,1.0,False,False,False,False
s000743,v2,6,1.0,False,False,False,False
s000744,v5,7,1.0,False,False,False,False
s000745,v22,5,1.0,False,False,False,False
s000746,v29,9,1.57,False,False,False,False
s000747,v29,3,1.0,False,False,False,False
s000748,v25,9,1.0,False,False,False,False
s000749,v30,5,1.01,False,False,False,False
s000750,v13,11,1.0,False,False,False,False
s000751,v10,7,1.0,False,False,False,False
s000752,v4,8,1.0,False,False,False,False
s000753,v13,9,0.82,False,False,False,False
s000754,v11,5,1.0,False,False,False,False
s000755,v16,8,1.02,False,False,False,False
s000756,v4,5,1.0,False,False,False,False
s000757,v23,10,1.0,False,False,False,False
s000758,v30,4,1.0,False,False,False,False
s000759,v27,6,1.0,False,False,False,False
s000760,v10,8,0.64,False,False,False,False
s000761,v10,8,1.0,False,False,False,False
s000762,v30,3,1.0,False,False,False,False
s000763,v13,5,1.0,False,False,False,False
s000764,v22,6,1.0,False,False,False,False
s000765,v7,3,1.0,False,False,False,False
s000766,v20,8,1.0,False,False,False,False
s000767,v23,10,1.0,False,False,False,False
s000768,v16,5,1.0,False,False,False,False
s000769,v30,6,1.0,False,False,False,False
s000770,v4,12,1.0,False,False,False,False
s000771,v23,9,1.0,False,False,False,False
s000772,v5,6,0.93,False,False,False,False
s000773,v2,8,1.0,False,False,False,False
s000774,v18,6,1.0,False,False,False,False
s000775,v1,5,1.0,False,False,False,False
s000776,v1,6,1.0,False,False,False,False
s000777,v9,8,1.0,False,False,False,False
s000778,v3,14,1.0,False,False,False,False
s000779,v2,10,1.0,False,False,False,False
s000780,v24,6,1.0,False,False,False,False
s000781,v6,6,1.0,False,False,False,False
s000782,v16,8,1.0,False,False,False,False
s000783,v4,6,1.0,False,False,False,False
s000784,v16,7,1.0,False,False,False,False
s000785,v4,7,1.0,False,False,False,False
s000786,v21,6,1.0,False,False,False,False
s000787,v5,6,1.0,False,False,False,False
s000788,v22,7,1.0,False,False,False,False
s000789,v23,6,1.0,False,False,False,False
s000790,v4,8,1.0,False,False,False,False
s000791,v10,12,1.0,False,False,False,False
s000792,v27,7,1.0,False,False,False,False
s000793,v8,7,1.0,False,False,False,False
s000794,v10,4,0.68,False,False,False,False
s000795,v30,9,0.99,False,False,False,False
s000796,v30,4,1.0,False,False,False,False
s000797,v13,9,1.0,False,False,False,False
s000798,v26,7,1.0,False,False,False,False
s000799,v24,9,1.0,False,False,False,False
s000800,v28,4,1.0,False,False,False,False
s000801,v17,6,1.0,False,False,False,False
s000802,v4,10,1.0,False,False,False,False
s000803,v19,11,1.0,False,False,False,False
s000804,v7,6,1.0,False,False,False,False
s000805,v10,10,1.0,False,False,False,False
s000806,v14,4,1.0,False,False,False,False
s000807,v3,5,1.0,False,False,False,False
s000808,v19,3,0.72,False,False,False,False
s000809,v3,7,1.0,False,False,False,False
s000810,v28,9,1.0,False,False,False,False
s000811,v11,5,1.0,False,False,False,False
s000812,v23,4,1.0,False,False,False,False
s000813,v6,6,1.0,False,False,False,False
s000814,v16,3,1.0,False,False,False,False
s000815,v19,8,0.72,False,False,False,False
s000816,v24,5,1.0,False,False,False,False
s000817,v15,7,1.0,False,False,False,False
s000818,v21,7,1.0,False,False,False,False
s000819,v17,8,1.0,False,False,False,False
s000820,v25,6,1.0,False,False,False,False
s000821,v21,7,1.0,False,False,False,False
s000822,v27,9,1.0,False,False,False,False
s000823,v27,4,1.0,False,False,False,False
s000824,v25,6,1.0,False,False,False,False
s000825,v24,8,1.0,False,False,False,False
s000826,v29,10,1.0,False,False,False,False
s000827,v19,12,1.0,False,False,False,False
s000828,v21,8,1.0,False,False,False,False
s000829,v27,10,1.0,False,False,False,False
s000830,v12,11,1.0,False,False,False,False
s000831,v14,10,1.0,False,False,False,False
s000832,v14,8,1.0,False,False,False,False
s000833,v7,10,1.0,False,False,False,False
s000834,v10,10,1.0,False,False,False,False
s000835,v14,7,1.0,False,False,False,False
s000836,v10,6,1.0,False,False,False,False
s000837,v27,7,1.0,False,False,False,False
s000838,v14,3,1.0,False,False,False,False
s000839,v11,4,0.98,False,False,False,False
s000840,v24,5,1.0,False,False,False,False
s000841,v6,5,1.0,False,False,False,False
s000842,v7,6,1.0,False,False,False,False
s000843,v1,4,1.0,False,False,False,False
s000844,v18,5,1.0,False,False,False,False
s000845,v12,6,1.0,False,False,False,False
s000846,v1,8,1.0,False,False,False,False
s000847,v9,4,1.0,False,False,False,False
s000848,v24,5,1.0,False,False,False,False
s000849,v6,10,1.0,False,False,False,False
s000850,v28,7,1.0,False,False,False,False
s000851,v5,8,0.89,False,False,False,False
s000852,v4,6,1.0,False,False,False,False
s000853,v24,7,1.0,False,False,False,False
s000854,v22,8,1.0,False,False,False,False
s000855,v12,5,1.0,False,False,False,False
s000856,v13,10,1.0,False,False,False,False
s000857,v4,8,1.0,False,False,False,False
s000858,v24,5,1.0,False,False,False,False
s000859,v27,5,1.0,False,False,False,False
s000860,v9,9,1.0,False,False,False,False
s000861,v4,8,1.0,False,False,False,False
s000862,v27,10,1.0,False,False,False,False
s000863,v10,6,1.0,False,False,False,False
s000864,v8,5,1.0,False,False,False,False
s000865,v13,5,1.0,False,False,False,False
s000866,v30,5,1.0,False,False,False,False
s000867,v5,7,0.92,False,False,False,False
s000868,v27,7,1.0,False,False,False,False
s000869,v9,7,1.0,False,False,False,False
s000870,v2,3,1.0,False,False,False,False
s000871,v24,6,0.87,False,False,False,False
s000872,v24,5,1.0,False,False,False,False
s000873,v28,6,1.0,False,False,False,False
s000874,v7,3,1.0,False,False,False,False
s000875,v7,4,1.0,False,False,False,False
s000876,v5,9,1.0,False,False,False,False
s000877,v29,7,1.0,False,False,False,False
s000878,v14,6,1.0,False,False,False,False
s000879,v27,8,1.0,False,False,False,False
s000880,v25,9,1.0,False,False,False,False
s000881,v1,10,0.94,False,False,False,False
s000882,v15,7,1.0,False,False,False,False
s000883,v24,6,1.0,False,False,False,False
s000884,v26,14,1.0,False,False,False,False
s000885,v25,5,1.0,False,False,False,False
s000886,v19,10,1.0,False,False,False,False
s000887,v8,1,1.0,False,False,True,True
s000888,v29,5,1.0,False,False,False,False
s000889,v24,4,1.0,False,False,False,False
s000890,v15,8,1.0,False,False,False,False
s000891,v23,8,1.0,False,False,False,False
s000892,v12,4,1.0,False,False,False,False
s000893,v8,10,1.0,False,False,False,False
s000894,v7,6,1.0,False,False,False,False
s000895,v21,10,1.0,False,False,False,False
s000896,v24,10,1.0,False,False,False,False
s000897,v16,6,1.0,False,False,False,False
s000898,v10,7,1.0,False,False,False,False
s000899,v25,7,1.0,False,False,False,False
s000900,v2,6,1.0,False,False,False,False
s000901,v11,6,1.0,False,False,False,False
s000902,v22,5,1.0,False,False,False,False
s000903,v8,8,1.0,False,False,False,False
s000904,v18,10,1.0,False,False,False,False
s000905,v2,6,1.0,False,False,False,False
s000906,v29,9,1.0,False,False,False,False
s000907,v15,2,1.01,False,False,True,True
s000908,v29,10,1.0,False,False,False,False
s000909,v19,9,1.0,False,False,False,False
s000910,v21,6,1.0,False,False,False,False
s000911,v2,3,1.0,False,False,False,False
s000912,v12,11,1.0,False,False,False,False
s000913,v25,9,1.0,False,False,False,False
s000914,v15,5,1.0,False,False,False,False
s000915,v6,13,1.0,False,False,False,False
s000916,v6,6,1.0,False,False,False,False
s000917,v7,7,1.0,False,False,False,False
s000918,v3,7,0.87,False,False,False,False
s000919,v7,4,1.0,False,False,False,False
s000920,v17,3,1.0,False,False,False,False
s000921,v18,9,1.0,False,False,False,False
s000922,v18,8,1.0,False,False,False,False
s000923,v2,6,1.0,False,False,False,False
s000924,v3,11,1.0,False,False,False,False
s000925,v9,5,1.0,False,False,False,False
s000926,v27,9,1.0,False,False,False,False
s000927,v11,6,1.01,False,False,False,False
s000928,v9,5,1.0,False,False,False,False
s000929,v13,5,1.0,False,False,False,False
s000930,v25,17,1.0,False,False,False,False
s000931,v26,10,1.0,False,False,False,False
s000932,v15,6,1.0,False,False,False,False
s000933,v26,5,1.0,False,False,False,False
s000934,v30,7,1.0,False,False,False,False
s000935,v19,7,1.0,False,False,False,False
s000936,v22,9,1.01,False,False,False,False
s000937,v16,6,1.0,False,False,False,False
s000938,v27,7,1.0,False,False,False,False
s000939,v10,5,1.0,False,False,False,False
s000940,v2,11,1.0,False,False,False,False
s000941,v18,11,1.0,False,False,False,False
s000942,v2,8,1.0,False,False,False,False
s000943,v3,11,1.0,False,False,False,False
s000944,v22,10,1.0,False,False,False,False
s000945,v18,6,1.0,False,False,False,False
s000946,v21,8,1.0,False,False,False,False
s000947,v1,5,1.0,False,False,False,False
s000948,v17,4,1.0,False,False,False,False
s000949,v4,13,1.0,False,False,False,False
s000950,v17,7,1.0,False,False,False,False
s000951,v11,5,1.0,False,False,False,False
s000952,v20,7,1.0,False,False,False,False
s000953,v2,7,1.0,False,False,False,False
s000954,v19,8,1.0,False,False,False,False
s000955,v26,8,1.0,False,False,False,False
s000956,v20,8,2.86,False,False,False,False
s000957,v21,4,1.0,False,False,False,False
s000958,v18,11,1.0,False,False,False,False
s000959,v26,5,1.0,False,False,False,False
s000960,v25,6,1.0,False,False,False,False
s000961,v13,4,1.0,False,False,False,False
s000962,v4,8,1.0,False,False,False,False
s000963,v27,5,1.0,False,False,False,False
s000964,v16,9,1.0,False,False,False,False
s000965,v24,10,1.0,False,False,False,False
s000966,v25,8,1.0,False,False,False,False
s000967,v26,10,1.0,False,False,False,False
s000968,v25,9,1.0,False,False,False,False
s000969,v11,8,1.0,False,False,False,False
s000970,v2,9,1.0,False,False,False,False
s000971,v30,6,1.0,False,False,False,False
s000972,v6,9,1.0,False,False,False,False
s000973,v24,6,2.85,False,False,False,False
s000974,v19,6,1.0,False,False,False,False
s000975,v21,10,1.0,False,False,False,False
s000976,v10,7,1.0,False,False,False,False
s000977,v1,8,1.0,False,False,False,False
s000978,v16,5,1.0,False,False,False,False
s000979,v24,3,1.0,False,False,False,False
s000980,v10,5,1.0,False,False,False,False
s000981,v7,6,1.0,False,False,False,False
s000982,v18,11,1.0,False,False,False,False
s000983,v13,7,1.0,False,False,False,False
s000984,v4,5,1.0,False,False,False,False
s000985,v6,8,1.0,False,False,False,False
s000986,v2,6,1.0,False,False,False,False
s000987,v21,9,1.0,False,False,False,False
s000988,v19,7,1.0,False,False,False,False
s000989,v17,12,1.0,False,False,False,False
s000990,v22,5,1.0,False,False,False,False
s000991,v2,2,1.0,False,False,False,False
s000992,v29,9,1.0,False,False,False,False
s000993,v5,5,1.0,False,False,False,False
s000994,v15,5,0.39,False,False,False,False
s000995,v10,8,1.0,False,False,False,False
s000996,v14,8,1.0,False,False,False,False
s000997,v30,6,1.0,False,False,False,False
s000998,v19,8,1.03,False,False,False,False
s000999,v6,8,1.0,False,False,False,False
s001000,v13,7,1.0,False,False,False,False
s001001,v23,8,1.0,False,False,False,False
s001002,v13,7,1.0,False,False,False,False
s001003,v30,7,1.0,False,False,False,False
s001004,v17,7,1.0,False,False,False,False
s001005,v24,10,1.0,False,False,False,False
s001006,v18,15,1.0,False,False,False,False
s001007,v7,5,1.0,False,False,False,False
s001008,v20,9,1.0,False,False,False,False
s001009,v24,6,1.0,False,False,False,False
s001010,v29,5,1.0,False,False,False,False
s001011,v25,4,1.0,False,False,False,False
s001012,v3,10,1.0,False,False,False,False
s001013,v23,8,1.0,False,False,False,False
s001014,v13,5,1.0,False,False,False,False
s001015,v11,9,1.0,False,False,False,False
s001016,v23,7,1.0,False,False,False,False
s001017,v2,8,1.0,False,False,False,False
s001018,v14,6,1.0,False,False,False,False
s001019,v8,5,1.0,False,False,False,False
s001020,v30,8,1.0,False,False,False,False
s001021,v17,6,1.0,False,False,False,False
s001022,v1,18,1.0,False,False,False,False
s001023,v26,8,1.03,False,False,False,False
s001024,v9,11,1.95,False,False,False,False
s001025,v10,12,1.0,False,False,False,False
s001026,v19,8,1.0,False,False,False,False
s001027,v24,7,1.0,False,False,False,False
s001028,v29,10,1.0,False,False,False,False
s001029,v10,6,1.0,False,False,False,False
s001030,v26,7,1.0,False,False,False,False
s001031,v9,8,1.0,False,False,False,False
s001032,v9,9,1.0,False,False,False,False
s001033,v30,5,1.0,False,False,False,False
s001034,v6,8,1.0,False,False,False,False
s001035,v6,7,1.0,False,False,False,False
s001036,v15,4,1.0,False,False,False,False
s001037,v9,10,2.86,False,False,False,False
s001038,v6,4,1.0,False,False,False,False
s001039,v5,8,1.0,False,False,False,False
s001040,v26,4,1.0,False,False,False,False
s001041,v17,4,1.0,False,False,False,False
s001042,v23,7,1.0,False,False,False,False
s001043,v19,6,1.0,False,False,False,False
s001044,v15,9,1.0,False,False,False,False
s001045,v16,5,1.0,False,False,False,False
s001046,v30,7,1.0,False,False,False,False
s001047,v12,10,1.0,False,False,False,False
s001048,v28,13,1.0,False,False,False,False
s001049,v14,4,1.0,False,False,False,False
s001050,v14,5,1.0,False,False,False,False
s001051,v19,8,1.0,False,False,False,False
s001052,v17,11,1.0,False,False,False,False
s001053,v20,4,1.0,False,False,False,False
s001054,v16,6,1.0,False,False,False,False
s001055,v3,3,1.0,False,False,False,False
s001056,v8,9,1.0,False,False,False,False
s001057,v6,6,1.0,False,False,False,False
s001058,v4,9,1.0,False,False,False,False
s001059,v10,10,1.0,False,False,False,False
s001060,v29,7,1.0,False,False,False,False
s001061,v29,9,2.15,False,False,False,False
s001062,v11,5,1.0,False,False,False,False
s001063,v3,9,1.0,False,False,False,False
s001064,v12,11,1.0,False,False,False,False
s001065,v1,7,1.0,False,False,False,False
s001066,v25,13,1.0,False,False,False,False
s001067,v17,7,1.0,False,False,False,False
s001068,v26,6,1.0,False,False,False,False
s001069,v30,4,1.0,False,False,False,False
s001070,v4,7,1.0,False,False,False,False
s001071,v2,9,1.0,False,False,False,False
